Temp (°C),Dew Point Temp (°C),Rel Hum (%),Precip. Amount (mm),Wind Spd (km/h),Stn Press (kPa),Visibility (km),Weather
13.5,1.9,45.0,0.0,18.0,101.13,16.1,0
14.9,2.5,43.0,0.0,15.0,101.09,16.1,0
9.4,2.6,62.0,0.0,18.0,101.06,16.1,0
12.2,3.6,56.0,0.0,15.0,101.02,16.1,0
15.5,2.4,41.0,0.0,22.0,100.96,16.1,0
15.5,2.9,42.0,0.0,22.0,100.91,16.1,0
15.6,1.3,38.0,0.0,26.0,100.89,16.1,0
14.9,1.5,40.0,0.0,18.0,100.89,16.1,0
14.5,2.2,43.0,0.0,8.0,100.87,16.1,0
9.1,2.6,63.0,0.0,5.0,100.92,16.1,0
8.8,2.6,65.0,0.0,5.0,100.93,16.1,0
9.0,2.3,63.0,0.0,5.0,101.0,16.1,0
6.4,2.9,78.0,0.0,5.0,100.88,16.1,0
7.7,2.5,69.0,0.0,8.0,100.88,16.1,0
5.7,2.9,82.0,0.0,4.0,100.85,16.1,0
8.0,0.7,60.0,0.0,11.0,100.77,16.1,0
6.3,1.3,70.0,0.0,17.0,100.71,16.1,0
5.9,1.4,73.0,0.0,13.0,100.75,16.1,0
7.3,1.8,68.0,0.0,15.0,100.78,16.1,0
7.5,2.0,68.0,0.0,17.0,100.79,16.1,0
7.8,1.6,65.0,0.0,17.0,100.86,16.1,0
7.2,1.1,65.0,0.0,24.0,100.75,16.1,0
6.3,1.8,73.0,0.5,30.0,100.69,16.1,5
7.0,1.8,70.0,0.0,28.0,100.59,16.1,0
6.9,2.9,76.0,0.0,32.0,100.49,16.1,0
6.5,2.8,77.0,0.0,34.0,100.39,16.1,0
6.1,2.6,78.0,0.0,41.0,100.25,16.1,0
6.9,2.5,73.0,0.0,41.0,100.11,16.1,0
7.6,2.4,69.0,0.0,41.0,99.96,16.1,0
7.2,1.9,69.0,0.0,43.0,99.81,16.1,0
7.6,2.3,69.0,0.0,45.0,99.69,16.1,5
8.1,2.2,66.0,0.0,45.0,99.59,16.1,0
8.6,1.8,62.0,0.0,45.0,99.45,16.1,0
8.4,1.6,62.0,0.0,43.0,99.42,16.1,0
6.9,2.0,71.0,0.0,35.0,99.4,16.1,5
5.5,2.9,83.0,1.8,32.0,99.31,12.9,5
5.3,3.3,87.0,1.2,35.0,99.13,16.1,5
5.2,3.9,91.0,2.5,41.0,98.95,6.4,2
5.5,4.6,94.0,1.8,34.0,98.8,14.5,5
5.8,5.2,96.0,0.5,30.0,98.68,16.1,5
6.6,6.2,97.0,0.2,30.0,98.59,12.9,5
6.4,6.0,97.0,0.0,24.0,98.56,11.3,5
6.3,5.9,97.0,0.0,18.0,98.53,16.1,0
6.0,5.7,98.0,0.0,26.0,98.54,16.1,0
5.6,5.3,98.0,3.0,24.0,98.54,9.7,2
6.1,5.8,98.0,7.6,21.0,98.48,6.4,2
6.1,5.8,98.0,1.5,18.0,98.46,16.1,0
6.2,5.9,98.0,0.0,17.0,98.47,16.1,0
6.3,6.0,98.0,0.0,13.0,98.47,1.2,3
6.4,6.3,99.0,0.0,8.0,98.48,16.1,5
7.7,7.4,98.0,1.0,4.0,98.5,11.3,5
6.9,6.4,97.0,0.8,18.0,98.51,16.1,0
8.7,7.8,94.0,0.0,37.0,98.63,16.1,5
7.3,5.0,85.0,1.0,30.0,98.8,9.7,2
6.7,3.9,82.0,1.0,46.0,98.96,16.1,0
6.7,3.2,78.0,0.0,35.0,99.1,16.1,0
6.2,2.7,78.0,0.0,39.0,99.24,16.1,0
6.2,2.5,77.0,0.0,24.0,99.46,16.1,0
6.2,2.7,78.0,0.0,30.0,99.59,16.1,0
6.4,2.3,75.0,0.0,26.0,99.67,16.1,0
6.2,2.3,76.0,0.0,21.0,99.78,16.1,0
5.6,1.3,74.0,0.0,24.0,99.91,16.1,0
5.2,1.7,78.0,0.0,22.0,100.0,16.1,0
5.2,2.0,80.0,0.0,18.0,100.05,16.1,0
5.5,2.3,80.0,0.0,15.0,100.23,16.1,0
5.9,2.0,76.0,0.0,21.0,100.33,16.1,0
6.0,1.7,74.0,0.0,11.0,100.37,16.1,0
6.0,1.7,74.0,0.0,18.0,100.47,16.1,0
6.0,1.5,73.0,0.0,18.0,100.55,16.1,0
6.3,1.6,72.0,0.0,17.0,100.63,16.1,0
6.5,1.4,70.0,0.0,13.0,100.59,16.1,0
7.2,2.0,69.0,0.0,9.0,100.61,16.1,0
6.9,2.8,75.0,0.0,13.0,100.65,16.1,0
7.1,2.4,72.0,0.0,15.0,100.59,16.1,0
7.2,2.3,71.0,0.0,15.0,100.56,16.1,0
6.8,2.5,74.0,0.0,21.0,100.45,16.1,0
6.0,2.1,76.0,0.0,11.0,100.43,16.1,0
6.1,2.7,79.0,0.0,15.0,100.35,16.1,0
6.5,2.4,75.0,0.0,30.0,100.26,16.1,0
5.6,2.1,78.0,0.0,34.0,100.22,16.1,0
5.4,2.1,79.0,0.0,34.0,100.16,16.1,0
5.5,1.6,76.0,0.0,39.0,100.11,16.1,0
5.4,2.1,79.0,0.0,45.0,100.05,16.1,0
5.3,2.1,80.0,0.0,52.0,99.91,16.1,0
5.4,2.6,82.0,0.0,46.0,99.8,16.1,0
5.7,2.7,81.0,0.0,48.0,99.69,16.1,0
6.1,2.6,78.0,0.0,46.0,99.55,16.1,0
6.3,2.8,78.0,0.0,55.0,99.24,16.1,0
5.8,2.8,81.0,0.0,45.0,99.16,16.1,0
5.7,3.2,84.0,0.0,54.0,99.04,16.1,5
5.6,3.8,88.0,0.0,46.0,99.0,16.1,5
5.6,3.9,89.0,0.0,50.0,98.92,16.1,0
5.7,4.5,92.0,0.2,52.0,98.83,16.1,5
5.4,4.5,94.0,0.2,48.0,98.74,16.1,0
5.6,4.7,94.0,0.0,46.0,98.68,16.1,0
5.5,4.8,96.0,1.0,43.0,98.62,9.7,2
5.3,4.7,96.0,3.5,39.0,98.63,8.1,2
5.4,5.0,97.0,3.5,41.0,98.55,6.4,2
5.8,5.2,96.0,3.0,37.0,98.47,6.4,2
7.2,6.2,93.0,3.5,30.0,98.44,6.4,2
7.4,5.9,90.0,2.2,21.0,98.37,11.3,5
6.8,4.5,85.0,1.2,22.0,98.33,16.1,5
6.2,3.9,85.0,0.8,26.0,98.29,8.1,2
4.8,2.7,86.0,1.0,18.0,98.38,11.3,5
3.6,1.6,87.0,1.8,21.0,98.39,16.1,5
3.3,1.4,87.0,1.0,22.0,98.42,16.1,5
3.3,1.4,87.0,0.8,28.0,98.48,14.5,5
2.4,0.8,89.0,1.5,22.0,98.49,9.7,2
2.0,0.5,90.0,1.5,22.0,98.51,11.3,5
1.8,0.5,91.0,2.0,18.0,98.55,8.1,3
1.9,0.4,90.0,1.5,21.0,98.56,11.3,0
2.1,0.0,86.0,0.8,35.0,98.54,16.1,5
1.9,-0.7,83.0,0.0,30.0,98.6,16.1,5
1.5,-1.1,83.0,0.0,28.0,98.68,16.1,5
0.9,-1.3,86.0,0.0,26.0,98.79,4.0,1
0.9,-1.7,83.0,0.0,34.0,98.89,8.1,1
0.6,-1.5,86.0,0.0,28.0,99.04,4.0,1
0.4,-1.5,87.0,0.0,26.0,99.15,2.4,1
1.0,-2.6,77.0,0.0,26.0,99.28,16.1,5
1.2,-3.1,73.0,0.0,26.0,99.35,16.1,0
1.8,-3.5,68.0,0.0,37.0,99.39,16.1,0
2.7,-3.0,66.0,0.0,32.0,99.46,16.1,0
3.3,-3.5,61.0,0.0,35.0,99.51,16.1,0
3.5,-4.3,57.0,0.0,46.0,99.56,16.1,0
4.5,-4.9,51.0,0.0,32.0,99.6,16.1,0
5.2,-4.7,49.0,0.0,32.0,99.64,16.1,0
5.5,-6.1,43.0,0.0,34.0,99.78,16.1,0
5.8,-8.6,35.0,0.0,26.0,99.86,16.1,0
5.4,-8.2,37.0,0.0,24.0,99.9,16.1,0
5.0,-8.1,38.0,0.0,24.0,99.99,16.1,0
4.7,-6.9,43.0,0.0,17.0,100.06,16.1,0
4.3,-5.3,50.0,0.0,18.0,100.11,16.1,0
4.0,-4.7,53.0,0.0,15.0,100.15,16.1,0
3.6,-4.6,55.0,0.0,15.0,100.19,16.1,0
3.1,-4.6,57.0,0.0,11.0,100.19,16.1,0
2.7,-4.7,58.0,0.0,9.0,100.2,16.1,0
2.4,-5.0,58.0,0.0,8.0,100.26,16.1,0
2.1,-5.3,58.0,0.0,8.0,100.31,16.1,0
1.9,-5.3,59.0,0.0,8.0,100.39,16.1,0
1.4,-5.1,62.0,0.0,8.0,100.48,16.1,0
2.3,-5.9,55.0,0.0,8.0,100.58,16.1,0
3.5,-6.5,48.0,0.0,15.0,100.62,16.1,0
4.8,-8.3,38.0,0.0,17.0,100.65,16.1,0
6.3,-10.9,28.0,0.0,18.0,100.68,16.1,0
7.7,-11.6,24.0,0.0,18.0,100.69,16.1,0
9.1,-8.5,28.0,0.0,13.0,100.66,16.1,0
5.8,-1.0,62.0,0.0,21.0,100.64,16.1,0
6.0,-1.4,59.0,0.0,18.0,100.63,16.1,0
7.9,-2.7,47.0,0.0,17.0,100.61,16.1,0
7.8,-1.0,54.0,0.0,13.0,100.59,16.1,0
8.0,1.9,65.0,0.0,17.0,100.56,16.1,0
7.5,2.4,70.0,0.0,13.0,100.54,16.1,0
7.0,2.3,72.0,0.0,8.0,100.57,16.1,0
7.2,2.6,73.0,0.0,4.0,100.61,16.1,0
5.7,2.7,81.0,0.0,5.0,100.64,16.1,0
4.9,2.9,87.0,0.0,8.0,100.67,16.1,0
4.4,2.2,86.0,0.0,9.0,100.66,16.1,0
4.7,2.2,84.0,0.0,15.0,100.66,16.1,0
4.6,1.3,79.0,0.0,8.0,100.66,16.1,0
4.4,1.4,81.0,0.0,4.0,100.64,16.1,0
4.1,1.0,80.0,0.0,0.0,100.71,16.1,0
3.4,0.8,83.0,0.0,4.0,100.74,16.1,0
2.8,0.0,82.0,0.0,4.0,100.75,16.1,0
4.0,-1.0,70.0,0.0,5.0,100.78,16.1,0
5.8,-0.9,62.0,0.0,8.0,100.82,16.1,0
6.4,-1.8,56.0,0.0,5.0,100.8,16.1,0
7.4,0.1,60.0,0.0,9.0,100.78,16.1,0
9.5,-0.1,51.0,0.0,11.0,100.74,16.1,0
10.1,1.5,55.0,0.0,13.0,100.72,16.1,0
11.2,2.8,56.0,0.0,21.0,100.65,16.1,0
12.3,2.5,51.0,0.0,18.0,100.63,16.1,0
12.3,3.1,53.0,0.0,17.0,100.57,16.1,0
12.0,3.3,55.0,0.0,13.0,100.51,16.1,0
12.4,2.9,52.0,0.0,21.0,100.45,16.1,0
13.9,2.6,46.0,0.0,17.0,100.43,16.1,0
9.2,3.6,68.0,0.0,13.0,100.41,16.1,0
7.7,3.4,74.0,0.0,13.0,100.37,16.1,0
7.3,3.2,75.0,0.0,17.0,100.38,16.1,0
7.9,2.8,70.0,0.0,13.0,100.42,16.1,0
8.4,2.6,67.0,0.0,11.0,100.44,16.1,0
8.6,2.1,64.0,0.0,13.0,100.44,16.1,0
8.3,2.0,64.0,0.0,11.0,100.44,16.1,0
8.1,2.0,65.0,0.0,13.0,100.41,16.1,0
8.0,2.4,67.0,0.0,13.0,100.37,16.1,0
8.0,2.5,68.0,0.0,13.0,100.32,16.1,0
9.1,2.9,65.0,0.0,9.0,100.25,16.1,0
8.1,2.8,69.0,0.0,15.0,100.23,16.1,0
8.6,2.9,67.0,0.0,9.0,100.24,16.1,0
8.1,3.9,75.0,0.0,4.0,100.27,16.1,0
10.3,3.0,61.0,0.0,4.0,100.33,16.1,0
10.0,3.6,64.0,0.0,8.0,100.33,16.1,0
11.0,4.2,63.0,0.0,9.0,100.29,16.1,0
11.8,4.6,61.0,0.0,24.0,100.28,16.1,0
11.1,5.4,68.0,0.0,15.0,100.29,16.1,0
14.1,7.2,63.0,0.0,22.0,100.17,16.1,0
14.2,7.6,64.0,0.0,30.0,100.25,16.1,0
15.9,11.8,76.0,0.5,9.0,100.13,16.1,0
12.4,8.9,79.0,0.0,11.0,100.37,16.1,0
12.9,8.7,75.0,0.0,8.0,100.38,16.1,0
12.8,8.1,73.0,0.0,8.0,100.42,16.1,0
13.7,8.2,69.0,0.0,9.0,100.42,16.1,0
12.5,8.0,74.0,0.0,11.0,100.47,16.1,0
11.6,7.9,78.0,0.2,11.0,100.49,16.1,5
9.3,7.8,91.0,0.8,13.0,100.57,16.1,5
9.3,8.2,93.0,0.2,9.0,100.54,11.3,5
11.8,11.0,95.0,0.5,0.0,100.5,16.1,0
9.6,9.0,96.0,0.0,5.0,100.5,0.8,3
8.8,8.5,98.0,0.2,5.0,100.42,4.8,3
8.8,8.4,97.0,0.0,11.0,100.52,16.1,0
9.9,8.7,92.0,0.0,11.0,100.54,16.1,0
10.4,9.3,93.0,0.0,5.0,100.55,16.1,0
13.5,10.6,82.0,0.0,15.0,100.61,16.1,0
8.9,7.0,88.0,0.0,5.0,100.73,16.1,0
11.4,9.0,85.0,0.0,8.0,100.8,16.1,0
12.0,9.8,86.0,0.0,9.0,100.84,16.1,0
10.3,8.7,90.0,0.0,11.0,100.84,16.1,0
11.2,9.1,87.0,0.0,13.0,100.85,16.1,0
11.0,9.1,88.0,0.0,17.0,100.84,16.1,0
11.1,9.4,89.0,0.0,13.0,100.83,16.1,0
14.4,11.1,80.0,0.0,15.0,100.78,16.1,0
13.5,10.5,82.0,0.0,15.0,100.75,16.1,0
11.7,9.9,89.0,0.0,24.0,100.69,16.1,0
11.4,9.4,88.0,0.0,22.0,100.7,16.1,0
9.8,8.1,89.0,0.0,5.0,100.69,16.1,0
10.9,9.5,91.0,0.0,13.0,100.74,16.1,0
13.1,8.2,72.0,0.0,28.0,100.89,16.1,0
11.7,6.7,71.0,0.0,28.0,101.02,16.1,0
10.9,6.5,74.0,0.0,26.0,101.06,16.1,0
9.9,5.1,72.0,0.0,26.0,101.15,16.1,0
9.8,4.7,71.0,0.0,18.0,101.17,16.1,0
9.3,4.0,69.0,0.0,26.0,101.19,16.1,0
8.6,2.8,67.0,0.0,34.0,101.22,16.1,0
7.9,2.6,69.0,0.0,21.0,101.26,16.1,0
6.9,0.9,65.0,0.0,28.0,101.33,16.1,0
6.7,1.0,67.0,0.0,21.0,101.36,16.1,0
6.2,0.1,65.0,0.0,30.0,101.44,16.1,0
6.2,0.6,67.0,0.0,21.0,101.56,16.1,0
6.1,0.9,69.0,0.0,26.0,101.59,16.1,0
5.8,1.0,71.0,0.0,32.0,101.64,16.1,0
7.1,0.0,61.0,0.0,22.0,101.64,16.1,0
7.7,1.1,63.0,0.0,28.0,101.66,16.1,0
8.0,2.1,66.0,0.0,21.0,101.65,16.1,0
8.6,2.0,63.0,0.0,26.0,101.66,16.1,0
8.9,2.7,65.0,0.0,32.0,101.66,16.1,0
8.3,2.5,67.0,0.0,37.0,101.68,16.1,0
8.0,1.4,63.0,0.0,32.0,101.75,16.1,0
7.5,0.6,62.0,0.0,37.0,101.79,16.1,0
7.6,-0.1,58.0,0.0,32.0,101.85,16.1,0
7.1,-0.6,58.0,0.0,18.0,101.93,16.1,0
6.6,-1.5,56.0,0.0,24.0,102.05,16.1,0
5.9,-2.0,57.0,0.0,18.0,102.13,16.1,0
5.1,-1.8,61.0,0.0,17.0,102.14,16.1,0
4.7,-1.9,62.0,0.0,11.0,102.14,16.1,0
4.0,-1.4,68.0,0.0,13.0,102.17,16.1,0
3.8,-1.6,68.0,0.0,11.0,102.14,16.1,0
3.5,-1.8,68.0,0.0,8.0,102.14,16.1,0
3.2,-1.7,70.0,0.0,8.0,102.18,16.1,0
3.4,-1.6,70.0,0.0,11.0,102.19,16.1,0
2.8,-1.0,76.0,0.0,13.0,102.21,16.1,0
2.4,0.0,84.0,0.0,5.0,102.26,16.1,0
3.8,0.3,78.0,0.0,9.0,102.33,16.1,0
4.4,0.8,77.0,0.0,11.0,102.36,16.1,0
5.3,1.6,77.0,0.0,15.0,102.44,16.1,0
6.3,-0.3,63.0,0.0,17.0,102.4,16.1,0
6.4,-0.1,63.0,0.0,17.0,102.38,16.1,0
7.0,0.3,62.0,0.0,21.0,102.31,16.1,0
8.1,1.7,64.0,0.0,21.0,102.24,16.1,0
8.8,1.9,62.0,0.0,24.0,102.17,16.1,0
8.2,1.6,63.0,0.0,21.0,102.1,16.1,0
8.4,1.1,60.0,0.0,11.0,102.04,16.1,0
8.1,1.0,61.0,0.0,9.0,102.0,16.1,0
8.5,-1.0,51.0,0.0,0.0,102.03,16.1,0
8.7,-2.0,47.0,0.0,0.0,101.98,16.1,0
7.4,-1.2,54.0,0.0,0.0,101.98,16.1,0
7.9,-2.2,49.0,0.0,4.0,102.02,16.1,0
7.9,-2.4,48.0,0.0,4.0,102.05,16.1,0
9.9,-3.3,39.0,0.0,5.0,102.05,16.1,0
8.4,-0.9,52.0,0.0,0.0,102.04,16.1,0
7.2,-1.5,54.0,0.0,0.0,102.03,16.1,0
8.4,-5.8,36.0,0.0,9.0,102.02,16.1,0
8.5,-7.7,31.0,0.0,17.0,101.99,16.1,0
7.5,-3.4,46.0,0.0,5.0,102.01,16.1,0
7.0,-2.6,51.0,0.0,5.0,102.04,16.1,0
5.6,-1.0,62.0,0.0,11.0,102.09,16.1,0
7.1,-1.3,55.0,0.0,0.0,102.13,16.1,0
8.9,-2.3,45.0,0.0,13.0,102.15,16.1,0
8.8,-1.7,48.0,0.0,17.0,102.14,16.1,0
8.7,-1.2,50.0,0.0,17.0,102.18,16.1,0
7.9,-0.1,57.0,0.0,15.0,102.15,16.1,0
8.1,0.6,59.0,0.0,18.0,102.11,16.1,0
9.4,1.8,59.0,0.0,15.0,102.05,16.1,0
9.5,0.8,55.0,0.0,17.0,101.98,16.1,0
11.5,-0.7,43.0,0.0,11.0,101.88,16.1,0
11.4,0.0,45.0,0.0,15.0,101.84,16.1,0
10.9,0.0,47.0,0.0,13.0,101.82,16.1,0
8.3,0.7,59.0,0.0,15.0,101.82,16.1,0
7.9,-0.3,56.0,0.0,21.0,101.77,16.1,0
8.4,-1.2,51.0,0.0,21.0,101.75,16.1,0
7.5,-0.4,57.0,0.0,21.0,101.78,16.1,0
7.5,-0.6,56.0,0.0,21.0,101.74,16.1,0
8.0,-1.5,51.0,0.0,18.0,101.71,16.1,0
8.2,-2.5,47.0,0.0,21.0,101.65,16.1,0
8.5,-3.4,43.0,0.0,24.0,101.54,16.1,0
8.5,-3.3,43.0,0.0,24.0,101.45,16.1,0
8.1,-2.0,49.0,0.0,22.0,101.37,16.1,0
7.4,-1.0,55.0,0.0,22.0,101.31,16.1,0
7.2,-0.7,57.0,0.0,18.0,101.27,16.1,0
7.3,-0.5,58.0,0.0,13.0,101.25,16.1,0
7.7,0.4,60.0,0.0,13.0,101.24,16.1,0
7.1,0.6,63.0,0.0,13.0,101.2,16.1,0
6.3,2.7,78.0,0.2,9.0,101.16,16.1,5
6.2,4.2,87.0,0.8,11.0,101.09,16.1,5
5.3,3.6,89.0,1.2,17.0,101.04,11.3,5
4.9,3.7,92.0,1.0,13.0,100.91,16.1,5
6.4,5.1,91.0,0.8,15.0,100.81,16.1,0
7.6,5.0,84.0,0.0,17.0,100.65,16.1,0
8.0,5.2,82.0,0.0,18.0,100.52,16.1,0
8.5,5.6,82.0,0.0,15.0,100.42,16.1,0
8.7,6.1,84.0,0.0,9.0,100.37,16.1,0
9.4,6.9,84.0,0.0,8.0,100.29,16.1,0
8.4,6.5,88.0,0.0,9.0,100.22,16.1,0
7.5,6.0,90.0,0.0,11.0,100.19,16.1,0
8.1,6.7,91.0,0.0,5.0,100.19,16.1,0
9.3,7.8,90.0,0.0,0.0,100.19,16.1,0
11.2,8.4,83.0,0.0,0.0,100.14,16.1,0
10.6,7.9,83.0,0.0,18.0,100.11,16.1,0
10.7,7.4,80.0,0.0,18.0,100.07,16.1,0
10.1,7.2,82.0,0.0,21.0,100.05,16.1,0
9.6,6.9,83.0,0.0,15.0,100.01,16.1,0
11.6,7.9,78.0,0.0,17.0,99.97,16.1,0
10.5,7.2,80.0,0.0,9.0,99.96,16.1,0
9.9,6.9,81.0,0.0,9.0,99.97,16.1,5
9.5,6.6,82.0,0.0,11.0,99.93,16.1,0
11.5,7.1,74.0,0.0,21.0,99.88,16.1,0
12.6,7.9,73.0,0.0,28.0,99.77,16.1,0
10.7,7.1,78.0,0.0,9.0,99.71,16.1,0
14.0,9.2,73.0,0.0,30.0,99.66,16.1,0
15.0,9.6,70.0,0.0,32.0,99.68,16.1,0
18.1,10.6,61.0,0.0,37.0,99.73,16.1,0
21.0,12.8,59.0,0.0,39.0,99.75,16.1,0
20.3,12.7,61.0,0.0,26.0,99.79,16.1,0
20.3,13.1,63.0,0.0,46.0,99.83,16.1,0
19.9,12.6,62.0,0.0,32.0,99.88,16.1,0
19.9,12.3,61.0,0.0,28.0,99.9,16.1,0
19.0,12.4,65.0,0.0,28.0,99.95,16.1,0
16.8,13.5,81.0,0.8,34.0,100.07,12.9,5
15.5,12.1,80.0,0.2,21.0,100.22,16.1,0
12.8,9.3,79.0,0.0,18.0,100.3,16.1,0
11.9,8.8,81.0,0.0,17.0,100.41,16.1,0
11.3,8.5,83.0,0.0,11.0,100.46,16.1,0
11.4,5.6,67.0,0.0,24.0,100.48,16.1,0
11.4,3.5,58.0,0.0,22.0,100.49,16.1,0
10.6,2.7,58.0,0.0,18.0,100.53,16.1,0
10.1,2.2,58.0,0.0,26.0,100.58,16.1,0
8.9,2.4,64.0,0.0,18.0,100.67,16.1,0
7.3,2.8,73.0,0.0,17.0,100.82,16.1,0
7.1,2.5,72.0,0.0,22.0,100.94,16.1,0
7.1,2.1,71.0,0.0,24.0,100.98,16.1,0
8.7,2.9,67.0,0.0,17.0,101.05,16.1,0
9.7,2.9,63.0,0.0,18.0,101.11,16.1,0
10.7,3.0,59.0,0.0,13.0,101.15,16.1,0
10.7,3.6,62.0,0.0,8.0,101.16,16.1,0
12.2,4.5,59.0,0.0,21.0,101.15,16.1,0
9.5,3.7,67.0,0.0,11.0,101.17,16.1,0
9.2,3.5,67.0,0.0,11.0,101.19,16.1,0
9.9,3.8,66.0,0.0,9.0,101.21,16.1,0
9.8,3.4,64.0,0.0,13.0,101.27,16.1,0
9.5,1.8,59.0,0.0,15.0,101.34,16.1,0
7.4,0.4,61.0,0.0,11.0,101.45,16.1,0
5.0,-0.6,67.0,0.0,22.0,101.56,16.1,0
4.2,-1.6,66.0,0.0,21.0,101.63,16.1,0
3.6,-2.2,66.0,0.0,9.0,101.7,16.1,0
3.2,-2.3,67.0,0.0,8.0,101.78,16.1,0
3.3,-2.0,68.0,0.0,11.0,101.82,16.1,0
3.0,-1.6,72.0,0.0,13.0,101.88,16.1,0
3.3,-2.3,67.0,0.0,15.0,101.87,16.1,0
2.9,-2.9,66.0,0.0,9.0,101.93,16.1,0
2.9,-3.0,65.0,0.0,17.0,101.96,16.1,0
2.1,-2.1,74.0,0.0,18.0,102.02,16.1,0
2.3,-1.5,76.0,0.0,17.0,102.07,16.1,0
3.0,-1.0,75.0,0.0,22.0,102.14,16.1,0
3.5,-0.9,73.0,0.0,21.0,102.21,16.1,0
4.0,-0.4,73.0,0.0,26.0,102.22,16.1,0
4.5,0.2,74.0,0.0,22.0,102.24,16.1,0
4.9,0.3,72.0,0.0,22.0,102.21,16.1,0
4.6,0.3,74.0,0.0,22.0,102.17,16.1,0
5.4,0.9,73.0,0.0,24.0,102.15,16.1,0
6.4,0.4,65.0,0.0,24.0,102.05,16.1,0
6.2,0.1,65.0,0.0,24.0,101.99,16.1,0
6.0,-0.5,63.0,0.0,28.0,101.93,16.1,0
5.2,-0.5,67.0,0.0,34.0,101.86,16.1,0
4.7,-0.5,69.0,0.0,30.0,101.77,16.1,0
4.4,-0.6,70.0,0.0,30.0,101.74,16.1,0
4.7,-1.1,66.0,0.0,32.0,101.71,16.1,0
4.7,0.1,72.0,0.0,32.0,101.64,16.1,0
4.9,0.2,71.0,0.0,26.0,101.59,16.1,0
5.1,0.3,71.0,0.0,24.0,101.56,16.1,0
6.4,-0.7,60.0,0.0,28.0,101.47,16.1,0
6.3,0.6,67.0,0.0,34.0,101.34,16.1,0
6.4,0.7,67.0,0.0,32.0,101.23,16.1,0
6.4,1.7,72.0,0.0,26.0,101.15,16.1,5
6.2,2.3,76.0,0.0,26.0,101.02,16.1,0
6.0,2.9,81.0,0.0,21.0,100.97,16.1,0
6.4,3.7,83.0,0.2,15.0,100.91,16.1,0
7.2,4.0,80.0,0.0,17.0,100.87,16.1,0
6.9,4.6,85.0,0.0,11.0,100.82,16.1,5
7.7,5.2,84.0,0.2,9.0,100.79,16.1,0
8.2,5.5,83.0,0.0,5.0,100.72,16.1,0
9.3,6.1,80.0,0.0,5.0,100.69,16.1,0
10.5,7.5,81.0,0.0,4.0,100.62,16.1,0
10.0,8.1,88.0,0.0,11.0,100.6,16.1,0
10.9,9.7,92.0,0.2,24.0,100.56,16.1,0
10.6,9.7,94.0,0.0,11.0,100.55,12.9,0
10.8,9.9,94.0,0.0,9.0,100.57,2.8,3
12.5,12.0,97.0,0.0,4.0,100.63,4.8,3
19.4,10.2,55.0,0.0,22.0,100.66,16.1,0
17.8,9.5,58.0,0.0,9.0,100.75,16.1,0
15.3,8.1,62.0,0.0,18.0,100.86,16.1,0
13.3,7.2,66.0,0.0,17.0,100.96,16.1,0
12.1,6.6,69.0,0.0,18.0,100.99,16.1,0
11.7,6.5,70.0,0.0,18.0,100.98,16.1,0
11.2,6.0,70.0,0.0,18.0,101.04,16.1,0
10.5,6.1,74.0,0.0,22.0,101.06,16.1,0
9.7,5.9,77.0,0.0,17.0,101.13,16.1,0
9.6,5.8,77.0,0.0,11.0,101.16,16.1,0
7.8,4.8,81.0,0.0,26.0,101.17,16.1,0
7.5,5.0,84.0,0.0,22.0,101.18,16.1,0
7.0,4.2,82.0,0.0,35.0,101.16,16.1,0
7.1,4.0,81.0,0.0,26.0,101.26,16.1,0
6.1,3.9,86.0,0.0,22.0,101.18,16.1,0
5.9,3.6,85.0,0.0,22.0,101.41,16.1,5
5.5,3.8,89.0,2.2,24.0,101.32,12.9,5
5.1,3.9,92.0,4.5,34.0,101.1,16.1,5
4.9,3.7,92.0,1.0,43.0,100.97,16.1,5
5.2,3.4,88.0,0.0,39.0,100.82,16.1,0
5.7,3.7,87.0,0.0,28.0,100.82,16.1,0
5.4,3.9,90.0,0.2,37.0,100.62,16.1,0
5.2,4.2,93.0,1.2,48.0,100.45,16.1,5
5.7,4.7,93.0,2.8,46.0,100.4,4.0,2
5.8,4.9,94.0,3.8,48.0,100.35,16.1,5
5.6,4.9,95.0,5.8,35.0,100.37,6.4,2
5.5,4.9,96.0,2.2,39.0,100.19,16.1,5
5.7,5.1,96.0,0.0,35.0,100.25,16.1,0
5.6,5.0,96.0,1.2,35.0,100.09,12.9,5
5.7,5.1,96.0,0.8,32.0,100.05,6.4,2
5.8,5.2,96.0,0.2,30.0,99.94,16.1,0
5.9,5.3,96.0,0.0,21.0,99.95,16.1,0
6.1,5.7,97.0,0.0,8.0,99.93,6.4,3
6.0,5.7,98.0,0.0,8.0,99.95,1.6,3
5.8,5.5,98.0,0.0,9.0,99.92,2.0,3
6.0,5.9,99.0,0.0,17.0,99.95,3.6,3
6.6,6.3,98.0,0.0,9.0,100.02,6.4,3
6.3,6.0,98.0,0.0,17.0,100.06,2.8,3
6.4,6.1,98.0,0.0,18.0,100.06,9.7,3
6.9,6.5,97.0,0.0,21.0,100.09,8.1,3
7.4,6.8,96.0,0.0,22.0,100.1,8.1,3
8.0,7.1,94.0,0.0,18.0,100.14,4.8,2
11.2,6.8,74.0,0.0,26.0,100.13,16.1,0
12.1,5.7,65.0,0.0,28.0,100.15,16.1,0
12.8,4.8,58.0,0.0,30.0,100.19,16.1,0
